path,size_bytes,sha256
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP1_CVAR95S_interval.csv,7353827,bd27301b8f68c9e0f17b530acfaa9439d904eeba5122e5bfae6ae4c6bf86b6dd
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP1_CVAR95S_scenario_metadata.csv,294828,2d700078eec75e5f73470cdd8b454b24683f4848ee2f4147279b8490cc612d16
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP1_CVAR95S_summary.json,1058,1ae7278bfc8fcae2994b1bfe06aa72c16402b7958e4571609e01248c8105c03f
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP2_CVAR90S.npz,864112,0751d8ada4ce5752f44819ae584c838e3351bf166e288fca51628d7243b8009c
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP2_CVAR90S_daily.csv,59666,bdb7f90d86bc0aa66a1cf9eebb401acc78a2c8f21f9b1448191bee9c9eddf2ed
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP2_CVAR90S_interval.csv,7353753,bfb8a5c808bd412d532685030a768404aecd2307a45e7f97f9e0c13588c453f5
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP2_CVAR90S_scenario_metadata.csv,294828,2d700078eec75e5f73470cdd8b454b24683f4848ee2f4147279b8490cc612d16
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP2_CVAR90S_summary.json,1056,e77a5068007178138c52315cdcd58f20c411fdc0f06b56ff1ed139407ae1e68b
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP3_CVAR90M.npz,858327,3bba8c70de556091eacfb238e4eeea2f74657ce360d6ce3e9fbf03327040708d
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP3_CVAR90M_daily.csv,59263,0ad83914325049afbb4cc28191f794c8f505e977e89d407b408cb9905ff60b98
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP3_CVAR90M_interval.csv,7340963,44afee6ae16d7cb67cf7e6db01ff956b5c27f4fa18fdc98da8424e40877fa4b3
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP3_CVAR90M_scenario_metadata.csv,294828,2d700078eec75e5f73470cdd8b454b24683f4848ee2f4147279b8490cc612d16
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP3_CVAR90M_summary.json,1056,979fa3793a2a4c3d7221d29aca8916577105dbcbdc42f8443f84c2ef3d55f3ea
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP4_CAL_CVAR.npz,862745,00b5a866decb3439375fa3c9d3700a707551331201a48bd1aea213265892d9a7
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP4_CAL_CVAR_daily.csv,59833,28b79853907e2ae730a02eb30f191f4bd8063dda9e85566f15bdc0e7930273af
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP4_CAL_CVAR_interval.csv,7349625,ea21441cbab76846f9ec8262fd3b7a80d0e91e24a48d8ea3153626757c7b47d8
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP4_CAL_CVAR_scenario_metadata.csv,198813,af5eeaa69fa79515f0c385cc6c7a46b0c1a46d1e23468bd923032ca10dbd5d9b
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP4_CAL_CVAR_summary.json,1057,c31590724524fe3686e20f6ae78bad53c63d0691aee6f22de4e62615999233c2
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP5_SIMPLE.npz,795130,4d7df002d82fb129e03846283bed9fcb42738c2d29eb8569ccc3b7cd156945a3
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP5_SIMPLE_daily.csv,53977,be22f2f29babb4b2a59e2fe3bfdcca168cee63551e69309b0d27838654c347f4
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP5_SIMPLE_interval.csv,7207556,950f510d42bfd8995c15a6d0a07d1c0d11c9f153e5cce7e7e72639a384020707
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP5_SIMPLE_scenario_metadata.csv,123,22712af58d29f28abc1b50e44201c3d688c599a05c048b5b5103c98c53ea9ad0
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP5_SIMPLE_summary.json,849,a76ac2cf70bc7cb8232df13c6cc3d047dbdfb50fc5177785fb9e69137631aafc
Q2\results\q2_final_validation_v3\11_top5_rerun\TOP5_CLEAN_RERUN.csv,1697,5e36ac6d8de909507c2e2e95eb43a4006d1289b49b9aeed669d52f887c5101d2
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\paired_ablation.csv,2102,b2338f998b23d88a35d5a400fab8df631438404d0506690d02bd19a6c480863b
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base.npz,863152,877aa7c05739d0eb4d8f98f3ba0cbb1fe337d6a8854147ca39c3998b294dba43
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_cvar.npz,860972,edac78576bbf66ac069914f9bdec28c87ce18a6cd3cd6ee5097f30920ba34a91
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_cvar_interval.csv,6618861,a087bdf2d6df6d5ee600b30c261b4d45ce10709831737f8cc491fbe478cc4ac8
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_cvar_summary.json,1057,74a93c837922a32d466c03c4af3076ec1990eed49a5266958c92c04d59c10a2f
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_interval.csv,6613543,8100fa78e8cd60148c3c37b787b27ead17d331d830cfb2d25f08922fa9e43fa4
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_medoid.npz,859111,9d45596a1f84069eab42302727ffe58a122ac6033d518fcaa0035189f92c2a34
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_medoid_interval.csv,6605094,4c998ab208451a7ed4a512277b1586469770c8b1d81710ca0315bbb8e8dbd3c3
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_medoid_summary.json,1056,cc97943adfbd321919e3d07d57d9a9daf04868831a2ca41f3c3694e9d3921d97
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_recency.npz,867363,4f9ace63cbd0900fb1073ce79554a3a18777d8add398c439b4241b889165f227
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_recency_interval.csv,6629008,3aede7054718849ed1ac0a79053b3986fa1d3295982816a3f7cb31f9bd5371fc
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_recency_summary.json,1039,bbe56d948cc536200a381cf00b0daf442dc2a5d5aba8b1efbfbaa5cb206d529d
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_similarity.npz,864313,4fb3da72178e6bb35aadbd4cc40b3f4c6dfcb946375d882baa3fdc03d7743936
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_similarity_interval.csv,6616087,aa687cab7f80a959fce481a9315323139e52cc8f0a64d82c5f1f35fcc68da742
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_similarity_summary.json,1045,59ec5d02f354ad9ebf60422189be706f8235a5cc36be321d0e1200773042b0d2
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_summary.json,1052,73280644927ed56b364fe8b7d0cd8cedbf9637c0c349f6f3a8c329638c85d281
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_terminal_value.npz,865443,d9dc35d7c356642a0f85cd185ccce210733752c35f4e1c646341c4bf9e59aaf5
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_terminal_value_interval.csv,6610504,09737fa36c5717905a938083d2655961e4c0faecf5c18067bb5930ee37906909
Q2\results\q2_final_validation_v3\12_paper_assets\paired_ablation\runs\base_terminal_value_summary.json,1052,af76857ebcdf01514768c6c39ae0ded9ddf2c983b843039e82e96d3018a982a7
Q2\results\q2_final_validation_v3\12_paper_assets\tables\TableQ2_9_Paired_ablation.csv,2102,b2338f998b23d88a35d5a400fab8df631438404d0506690d02bd19a6c480863b
Q2\results\q2_final_validation_v3\Q2_FINAL_MODEL_DECISION.json,2505,4ffb85e4faf4adf1322205a16b67d6593c538b07e83052096bd2e022338eadbb
Q2\results\q2_final_validation_v3\Q2_FINAL_VALIDATION_REPORT.md,2170,89f83a24263eb90db5c1dfab2e6abf0d4d69459213f3315174e15d9471e680f2
Q2\results\q2_rebuild\annual\eev.npz,844408,0efda156dd137693c8fd094cd1407345fbb1f5a6d454428ea74b68d9ae0a51ca
Q2\results\q2_rebuild\annual\eev_daily.csv,63614,e8438bd88626a6b2c9b5d60eec92f21005fa95ef70950607eb2499e85ab88452
Q2\results\q2_rebuild\annual\eev_summary.json,810,bd4565d832f08f5fb01934d62d12c5e9df8ecc5e15ae24a93d413ec10f990c7b
Q2\results\q2_rebuild\annual\m0_reconstructed.npz,842921,b54e0949a529cd9c911998ca34dcc7aa76253d45b4fc487793be5ec8db6f8ff2
Q2\results\q2_rebuild\annual\m0_reconstructed_daily.csv,56700,db20cafed46ef5edf6ac129b97294d42a23f7d703d59d8437958d61a478826e8
Q2\results\q2_rebuild\annual\m0_reconstructed_summary.json,806,1ad6402774ea24cc1ab4968eeae52f4dd9bb31543408f218afdcb1d521f0a30d
Q2\results\q2_rebuild\annual\m1.npz,829348,07a22cc700231f04da3e3c8baf569506aca15a794cdc93dd952e5fda33c8b860
Q2\results\q2_rebuild\annual\m1_daily.csv,54549,1a92542b5db209168659a7651b6e8bc09ef0dc6fe9a256c562a127e99b384e8d
Q2\results\q2_rebuild\annual\m1_summary.json,805,692f06669b3aa628c3d0370a7148ee22660099c1089c3cedf55ba06de8d1fb42
Q2\results\q2_rebuild\annual\m2_h.npz,845486,da29c099e36993981b3c82b67606d828a2ce46892cac180d4ba187f351d94b8a
Q2\results\q2_rebuild\annual\m2_h_daily.csv,56236,ad0d34e90116b2a881cb9bfc8f7d1e20c96f99fba511f58b5da7d42c6458869f
Q2\results\q2_rebuild\annual\m2_h_summary.json,1009,7c4213576432692c0b618b11aec25833f7bef1fa97ca659cf50f7d7e19392dc3
Q2\results\q2_rebuild\annual\m2_tv.npz,859317,482dbb52822bb808a0fde9b5eb4d7b01339a2aba3b340751b2c0e25cd6f43636
Q2\results\q2_rebuild\annual\m2_tv_daily.csv,59966,0b6dd30ef5d5e1913d5b85619bc4cbca34e0e1885e7d81ea59b21240472c230d
Q2\results\q2_rebuild\annual\m2_tv_summary.json,1008,0bc81a7da56ad3bd9ecc5de5d982708d2bd96cbe27050df41881a6e44eddf68e
Q2\results\q2_rebuild\annual\oracle.npz,481572,84e1392fe713fc91c12e67e719eebd48a1668c82553db42e42d4e0fd7b437b6c
Q2\results\q2_rebuild\annual\oracle_daily.csv,62190,5844a20e79b95dff9584dffa9fd4b0d9c22663ca0811621eb737662ea45a729a
Q2\results\q2_rebuild\annual\oracle_summary.json,816,9f88d8e274ea5ee34cfa9c6893f044a2b661b2b9698e9a0cf3834cad45ea5f08
Q2\results\q2_rebuild\annual\selected_candidate.npz,829348,07a22cc700231f04da3e3c8baf569506aca15a794cdc93dd952e5fda33c8b860
Q2\results\q2_rebuild\audit\p0_audit.json,603,070eb66b9c015d36a0a1fab330363219a11957e4df5aae770deb44f62e166c00
Q2\results\q2_rebuild\audit\run_manifest.json,411,5be71224911f9c3e1f40a924ff7e1e644831e176be5804ed56350f26add4f319
Q2\results\q2_rebuild\baseline\m0_historical_summary.json,330,ca2598ca02d6403f14c0714b1eec0644b249eec1aa6376c5ff07370f45e394cf
Q2\results\q2_rebuild\baseline\m0_reproduction_audit.json,408,63a8eff188a59d592432c110ba49b418a99d7562ede453ca661126549fe738ed
Q2\results\q2_rebuild\calibration\m1_alpha_window_grid.csv,32364,640a818b6b72267fa1c198a852b916ad9aff89705c0f1300951052c839a92dd7
Q2\results\q2_rebuild\calibration\m1_selection.json,105,653a4c0785107b141b59afc25d4ed7abc961252442d62c0269e27d054643519e
Q2\results\q2_rebuild\calibration\m2_selection.json,84,387a0ef91bdab90ccebc0c9d57d851f12dc7e7b699b598d33e520ab56bf1d0f8
Q2\results\q2_rebuild\calibration\scenario_count_grid.csv,1885,826c3a351213644fa5aa518b1c4685dee84daec8fb25433532b4b4f5ced37054
Q2\results\q2_rebuild\calibration\terminal_lambda_grid.csv,2657,4152301aaac0557e548b9b228d44f55304f54186e3458b9d328166017098bbc1
Q2\results\q2_rebuild\comparison\final_selection.json,445,b0b3c180deeed605a680dd1028d86194b09c4bbebcd26b66b6c8910a7870cc49
Q2\results\q2_rebuild\comparison\model_comparison.csv,2467,8ca6526bf7c2eaf4ba15af9a576b9a8263f68d028192bdff711c5ff17b5cc549
Q2\results\q2_rebuild\comparison\monthly_comparison.csv,13367,56fd923c8de72df81a2ebbb96e55c93043e9f623f41ef7bf2999e0f3ad2f1d14
Q2\results\q2_rebuild\final_validation\block_bootstrap_m1_vs_m2tv.json,277,7ac8e5328eb43139dd3eb600fd2a3ef23736c037cd9e7fc8fe0306786b1b6deb
Q2\results\q2_rebuild\final_validation\block_quantile_candidate.json,440,2571b4c4594c74f58b57307013caf0c2f0341f5557235f3a4bf71ad229378919
Q2\results\q2_rebuild\final_validation\block_quantile_candidate.npz,844864,32246c115e3565dabf3495a4f5b2a2c7d35155dc7d83e513cde959e3a279c894
Q2\results\q2_rebuild\final_validation\block_quantile_january_selection.csv,72,ac141ac53b8affc8ff90b624278a048a8e70fb397ecf33bf285df0d92f1b2b2a
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p3684.json,1157,59c3398480f056cbca26b1f8708b9fbb0805d1aca1289c7385eac790ca07d780
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p3684.npz,863005,42f226d0bdf4b7ebed1d23228084f334b7fb1706acc1423b5afbf33fda34bb9e
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p4184.json,1159,25953f5127d118431e581d56cf69dcd0fc5742a059f0258ba995c787fddde03d
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p4184.npz,863430,de983a88186679c7f5dc5b9f6398b3a9efe64d5e7fddfdf69a4d420bff47fe9b
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p5184.json,1157,bf77093f9ea93be12a7a8b050202a18d421e87a53847812821cc65384c1be7f9
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p5184.npz,854542,84092a40fcddc2bb5a4483a1ebed9ce35843fd490bdc37eb462d585ec9303904
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p5684.json,1155,b51de0f676d751f6e94e0d293591e5d5680323d86d3f654f35a5b8e7e2a2b7e0
Q2\results\q2_rebuild\final_validation\checkpoint_lambda_0p5684.npz,853611,82f003234a0d181eacdcb0e9bef13c3a6f063566ca8641efdff3572f61bd958e
Q2\results\q2_rebuild\final_validation\checkpoint_scenario_count_10.json,1160,fb55a8be8c98b1a1ee84e985a9cf8294c435cef7840a7d321e5669d76c61708b
Q2\results\q2_rebuild\final_validation\checkpoint_scenario_count_10.npz,859990,cbdb690a7c6a3aa71b37a77c2dd6809a810a982b96044b9c009745945ea65d74
Q2\results\q2_rebuild\final_validation\checkpoint_scenario_count_20.json,1160,eaffe6151891d32c2ed3b1d955bfee695cdf7c560a7fc802fa02411601f68315
Q2\results\q2_rebuild\final_validation\checkpoint_scenario_count_20.npz,858655,02da38487aef03745934e41917bfd310fdab5e6658ee650a7fd346c7790bcd02
Q2\results\q2_rebuild\final_validation\checkpoint_scenario_count_50.json,1158,d4e7f1a1b9e5dfbf5c580cca3db32a2c1a473d033331fd46058854c74cf8a290
Q2\results\q2_rebuild\final_validation\checkpoint_scenario_count_50.npz,858238,b509bd28c0e18eb1d08f99e70f4da5bef3d6fb1edcf00364505cb43c6c2d063c
Q2\results\q2_rebuild\final_validation\checkpoint_similarity_scenarios_15.json,1167,d46860cd1779be3c7782a9fd889603ea59852f1071a50176f9be8ca6ae1e5a67
Q2\results\q2_rebuild\final_validation\checkpoint_similarity_scenarios_15.npz,862077,f83bcbd492111bd9527988ccaa1c99e98f34c307b6b8d8868de0b2bcf2833f30
Q2\results\q2_rebuild\final_validation\checkpoint_terminal_equalized_m2tv.json,1166,d2f7191b0aa9fc619ad315916999435f641d37399b944ac66480ce2940c44a0a
Q2\results\q2_rebuild\final_validation\checkpoint_terminal_equalized_m2tv.npz,859346,129ab027698ebe888e5557ea52eb58af03fb8c1b60193db52cc1d686b5b13523
Q2\results\q2_rebuild\final_validation\classical_information_daily.csv,1162,4e47343d0abda465ab2685bf09336a78667b82c0b61036079a3e7268a5eb8b6d
Q2\results\q2_rebuild\final_validation\classical_vss.json,431,07d1c461146d2e3c0f041243fcc5dc9d6fec38177128063d79a2e4dda8ef1c7a
Q2\results\q2_rebuild\final_validation\evpi.json,431,07d1c461146d2e3c0f041243fcc5dc9d6fec38177128063d79a2e4dda8ef1c7a
Q2\results\q2_rebuild\final_validation\fast_validation_manifest.json,677,f1050ddd24fd865a473d671d0d7a3dd93f7f1f295e0cdd352ba967453d4baeb5
Q2\results\q2_rebuild\final_validation\final_soc_comparison.csv,1095,81789c0a1431d742b4359a55e9a41691d2f4f92883a28714008522292947fd5f
Q2\results\q2_rebuild\final_validation\forecast_monthly_stability.csv,20181,7b711a4b7545dbd82f60da24b4b4efe9a7ac2642996eb394f93e06b4215fa7dd
Q2\results\q2_rebuild\final_validation\m0_reconstruction_probe.csv,1193,3ff6886ebeee376c7872a3a09a86869ebd70926f52bfeaf3ef4db742705a66a2
Q2\results\q2_rebuild\final_validation\m0_reconstruction_probe_status.json,152,d4f045053f7053a8b46311ff7f03c8511d8b66f58706463a08faeb56339ca909
Q2\results\q2_rebuild\final_validation\m1_monthly_risk_transfer.csv,2193,7776eb259c51c9f81d3b39eac47611927a6968e14f24725bdd6bc803dda5c38b
Q2\results\q2_rebuild\final_validation\m1_neighborhood_stability.json,208,0ece495193ff52570c2bfb0d2e3aa368f385e063736d8c170464aa1a9a07a00e
Q2\results\q2_rebuild\final_validation\m1_posthoc_neighborhood_sensitivity.csv,1136,fcf58f158d305abfa15ea917c7088fa0791c9dac06162363a65a742eabc55890
Q2\results\q2_rebuild\final_validation\m1_risk_transfer_diagnostics.csv,443,08442a4d25bd6f20e1966f4a7992ab0a6081674f5c982c19d63e71d7bf1501b0
Q2\results\q2_rebuild\final_validation\m1_top20_emergency_days.csv,3932,7f2fb88f052ff14fc6aefa52419bca6eaeb4a6e937adf51992b8c0f5e764038a
Q2\results\q2_rebuild\final_validation\m1_top20_spill_days.csv,3144,bb456188c388c8f08a4d19ebf9b8921f5d0177f63de453afb524908a00af86c8
Q2\results\q2_rebuild\final_validation\m1_vs_m2tv_daily_comparison.csv,69594,4f1bb30baad2d7c6e5fde001664ee34916e474822271a63774a6f04c304a97cc
Q2\results\q2_rebuild\final_validation\m1_vs_m2tv_statistics.json,473,9d2e2b0b964ad60af4331145156e54f4bb7f736ce4082b96362a6b7b5838e9ec
Q2\results\q2_rebuild\final_validation\oracle_gap.json,204,e8cd00942aa5423aee873e4ba011e872ae8374032ddf56104ee4410e271d6b36
Q2\results\q2_rebuild\final_validation\out_of_sample_vss.json,140,811a16eb0af880c007c56d421f476401118c9c4416e8008689c2863030724c1b
Q2\results\q2_rebuild\final_validation\q2_time_alignment_audit.csv,12227,cb7f3a86fdcb32a34259d14558fa803ffb98e622ca9a32cbc77b5d4f4ac91ce6
Q2\results\q2_rebuild\final_validation\q2_time_alignment_status.json,273,f283e4f32d20d3997092d5272052a5f131e35f8cf0d38e8d0d8c0863724131d3
Q2\results\q2_rebuild\final_validation\scenario_count_sensitivity.csv,628,47e6b5f027acf52941651ee34ca297997059aa109dbb23b9380d58a318bd3f81
Q2\results\q2_rebuild\final_validation\scenario_count_stability.json,102,84b0d760f82ca7466a0ec82544c7869d2bb3d36693bee1a127ddf9b80dfb3998
Q2\results\q2_rebuild\final_validation\scenario_quality_report.csv,183655,e76cdd7a8258ed0f8695c2a2ec22db4049d5e8674c9bf59682652e3e32a048dc
Q2\results\q2_rebuild\final_validation\scenario_quality_status.json,230,eeaf6e71f283d8febf5f6dd1feeb53ccaec09c55e894fd143811acd2132bd755
Q2\results\q2_rebuild\final_validation\similarity_conditioned_candidate.json,488,56c5ad1227dae3fc1bc0a315c9961e4fa0bc8bce7bb2ea8bd821120a8ebbd79b
Q2\results\q2_rebuild\final_validation\similarity_scenario_january_selection.csv,74,4273b78f69570359caffcaa242ab0b83f95f77b300b53c05a02f010312fe1b80
Q2\results\q2_rebuild\final_validation\stochastic_validation_manifest.json,1091,1b57b5e493b6887736acb025787a0f60fb9e5ab549b3512b8cad6e5df6741dc7
Q2\results\q2_rebuild\final_validation\terminal_equalized_comparison.csv,776,94d884adb36079ea6a8238aaa1c639536cdb7a5cdd52badb2902b2777c421f25
Q2\results\q2_rebuild\final_validation\terminal_equalized_comparison_partial.csv,627,823e8ce2e63392eb6de64fb1bb60e6a9f19f50006178861eb0021230d88ea389
Q2\results\q2_rebuild\final_validation\terminal_equalized_m0_rebuild.npz,842946,a456831b4ff2c270cf0239c4d3857909ac04f94c9ecc62ed182e9a2ffe1b00ce
Q2\results\q2_rebuild\final_validation\terminal_equalized_m1.npz,829372,f3a2de07ad22b368e9043dfb835290ff5e97e5dac0f9cf9fd5a95c43f5eae990
Q2\results\q2_rebuild\final_validation\terminal_equalized_oracle.npz,481576,5f22d61faaf940fb27d9f6afb464357faed961da039026c48ac54d6b8ff9d40b
Q2\results\q2_rebuild\final_validation\terminal_lambda_sensitivity.csv,1038,3824f7398d096dba727d680497535e7ed15f7625a3aedf34194b2c8574a7349d
Q2\results\q2_rebuild\forecast\forecast_selection.json,308,b1b1099e158393f79c350ee1f64cd4a86cbff8b68382329b580e12dada92dbf0
Q2\results\q2_rebuild\forecast\jan_rolling_predictions.csv,126103,4a692d8bb9eb5a702fcffc4be0f6ea584281b6c39755d068e89afce4752002d6
Q2\results\q2_rebuild\forecast\load_scores.csv,394,1ceeebe534c671c0f5847e93547ba105e20b5577d0c4172cd2ee5adbf8aa484f
Q2\results\q2_rebuild\forecast\netload_scores.csv,937,3f3298925f1e174553916dda51eb4b4497850743bb5769262ee874ad3a22c742
Q2\results\q2_rebuild\forecast\pv_scores.csv,448,75547a41ae90ba636aeb88316deb8be42f1e67263b4372cadafdec70ae052051
Q2\results\q2_rebuild\result2_M1候选.xlsx,422752,b84b3b65a00becd248e3d48b8b980f1d72b0955ba3aa31a29d9bd64b7c8bca89
Q2\results\q2_rebuild\result2_M1候选.xlsx.inspect.ndjson,25212954,4b87092312861798cb5bbe45208fadb1013caac8d7fb62f2209fa9bce0c0d7e9
Q2\results\q2_rebuild\scenarios\scenario_validation.csv,1724,dd96544e26a4d83f593cbe115bf0cae4680102b25e3b48b64ec19afcc0f006f1
Q2\results\q2_rebuild\workbook_build_log.txt,13983,1bdb0ff105caf286e241cc1505944e8cd1e9cfd9e0f28c286a51bb0484aea198
Q2\results\q2_rebuild\workbook_payload.json,586137,3fb7c7249798f9de1673fbf676b20b7d39ee35a6e85a8f5a237552e987050b09
Q2\results\q2_rebuild\workbook_previews\充放电量.png,74406,f867823e35f8894466adefe2838b7f1c319ea7f580c42178ba4ffcf233a2bfb9
Q2\results\q2_rebuild\workbook_previews\紧急购电量.png,103778,e3a74a667f8f6f6dcfa75dd74f9f8cc799fabbd3777410cfa8487856b9b76972
Q2\results\q2_rebuild\workbook_previews\计划购电量.png,145143,27ba1e96d355b85f6464b60e902c1f3b235f0b11132d9e3b16469af3cd276d08
Q2\results\q2_rebuild\workbook_verification.json,1207,df7faa2ce7e69f8bc174749510e27984261b97493129800079116a330ab3ecb6
Q2\paper_assets\figures\FigQ2_01_Forecast.png,59439,61f89c320cb69740eddfeee25faa3f1ca2a778eb9916be395cd54c76159af73c
Q2\paper_assets\figures\FigQ2_02_Cost_risk.png,45830,c74b1bf0a73907ab9608f3a19402096b7c2b7718b0f2263077ca0e7a965ba9e2
Q2\paper_assets\figures\FigQ2_03_CVaR_convergence.png,58398,69ee6788a47e27f12b133b8d5937a7893319303c9ab7d033417013a52e906a9a
Q2\paper_assets\figures\FigQ2_04_Recency_gamma.png,54976,e11374d8fe9cbb54a93e9b79181d9c82a8dad7a0a2b16dd862751f4aecde2e45
Q2\paper_assets\figures\FigQ2_05_ESS.png,48265,5ccba9161f49e25d61d96fcf38d9160a6a655c88908b0930671ce9e290282062
Q2\paper_assets\figures\FigQ2_06_Cost_decomposition.png,53282,92a84812350ea85a8731ca8998c8e17ff4015ad4a71dc28d516780d547d87d53
Q2\paper_assets\figures\FigQ2_07_Monthly.png,114311,1b05a1a66560e8506d76a1a0aacd99981418e30a7505b023c04d31be4a50ce74
Q2\paper_assets\figures\FigQ2_08_Daily_difference.png,40963,491e8dfed64a0e696e56a27f553024ce41d36a57f5f15866d8d862b6d5b37bf3
Q2\paper_assets\figures\FigQ2_09_SOC.png,157172,d0485076f1cc1d0d7476c3914d2421fdd78f4c5806cc3985d495c957bdc86979
Q2\paper_assets\figures\FigQ2_10_Terminal_fairness.png,54195,2057ff75e201266513e4f7c138dd62064f927bb10152ad189c2e0e1f72720531
Q2\paper_assets\Q2_ALGORITHM.md,1039,30df89818cc45fccfa77534494856a1aa33417c1270af70252711de3de397d71
Q2\paper_assets\Q2_ECONOMIC_INTERPRETATION.md,470,df5385a51208f8b98602ca5d2886a3ce6388456a950e476e3c7c7b3995dac7e2
Q2\paper_assets\Q2_FINAL_VALIDATION_SUMMARY.md,2534,6e76399011e3372fe5f3934b214f72f907c342ed4c6acfc319c20e7a1e137501
Q2\paper_assets\Q2_FORMULAS.md,1372,47ce24065b07445a6fdbd7b30cb739e9ec5822daf1b90d54445923e063d828af
Q2\paper_assets\Q2_LIMITATIONS.md,362,3d0ecfa38021c739a5c76a1c908cc192a6738fb6bbe2816f5b30f3a9e1489cb2
Q2\paper_assets\Q2_PARAMETER_SELECTION.md,448,fdd9542399a1962d81c305f244072c8613844d8b3b165a1bf735e8b3caa1e1ba
Q2\paper_assets\Q2_PSEUDOCODE.md,665,bbc9b447e1898139412ab43c88dd24f82876ecc0e30fc89f0e15e3004c6dea59
Q2\paper_assets\Q2_REFERENCE_MAPPING.md,413,b9ee62718461804aa35fddc9b8870650d806300871f86e07670a3864bf704f1d
Q2\paper_assets\Q2_RESULTS.md,651,5b8dbf8a582866c8fdec29c4f376bcedf7c003d979ef8106da5c6c38f13942c8
Q2\paper_assets\Q2_ROBUSTNESS.md,527,30c45f35f33e06072cc40843a619964654617fb6bb1375d0016d034390910c09
Q2\paper_assets\tables\TableQ2_01_Forecast.csv,1844,5a9fe8e313af80c2033ab8fe22051235edbc71851989d996d0b49d99e7e880e4
Q2\paper_assets\tables\TableQ2_02_Risk.csv,5104,b2b757a2ffd0f1987346baa622d6a49dead2c80e1dbc33b481ff8cb2b43c901b
Q2\paper_assets\tables\TableQ2_03_Scenario.csv,5726,f230c9610a6e7f7088b1a8679503e3bf5684002b753af9e6f858f61bfe51a254
Q2\paper_assets\tables\TableQ2_04_Main_model_comparison.csv,1882,4409fbeb3ae20c75f9178069f239e5acc638e9d7062cd42178d1e595d5921505
Q2\paper_assets\tables\TableQ2_05_Top5_clean_rerun.csv,1695,83056a99aa853bcbd12f958d3861f985ece9a0228814c7b06138a96fdafaa2a5
Q2\paper_assets\tables\TableQ2_06_Audit.csv,2451,1c8458038e852ee2b9d3a4936849929f0a3a38a2fed902f4be912125721d71e9
Q2\paper_assets\tables\TableQ2_07_Sensitivity.csv,6702,0bdde400598524e08f1bafda8d2191227a8a915e3e766c9e65cfdd1ddc828879
